iter	Logloss
283	0.2641962942
284	0.2631058622
285	0.2625864693
286	0.2619880433
287	0.261568136
288	0.2609719839
289	0.260323742
290	0.2596321678
291	0.2589469396
292	0.2582905123
293	0.2577646677
294	0.2569089076
295	0.2562202342
296	0.2554777316
297	0.254657116
298	0.2539324093
299	0.2533154485
300	0.2527564753
301	0.2518301495
302	0.2510088567
303	0.2505429643
304	0.2499319448
305	0.249446374
306	0.2488277288
307	0.2481814925
308	0.2474735606
309	0.2468887334
310	0.2460575097
311	0.2455730756
312	0.2451062999
313	0.2444106932
314	0.2438149999
315	0.2433054992
316	0.2427220542
317	0.2421195251
318	0.2414771963
319	0.2409760211
320	0.2405103692
321	0.2398987622
322	0.2393768299
323	0.2386975569
324	0.2379296206
325	0.2372982642
326	0.2366240734
327	0.2361080758
328	0.2354078397
329	0.2348971507
330	0.2343432221
331	0.2335938338
332	0.2329329532
333	0.2322916413
334	0.2318099717
335	0.2312139259
336	0.2307198012
337	0.2300420157
338	0.229533802
339	0.2288810453
340	0.2283967331
341	0.2278187488
342	0.2273021532
343	0.2267040619
344	0.2262414589
345	0.2256216785
346	0.2252371411
347	0.2247224361
348	0.2241992679
349	0.2237368122
350	0.2230266433
351	0.2223755257
352	0.2219377238
353	0.2215124393
354	0.2210979437
355	0.2205513983
356	0.2200542284
357	0.2195546725
358	0.2191311379
359	0.2187020465
360	0.2181913993
361	0.2177062588
362	0.2173025008
363	0.2168366856
364	0.2164724743
365	0.2160202883
366	0.215498868
367	0.2148838953
368	0.2143905746
369	0.2139148305
370	0.2133876188
371	0.2129589473
372	0.2125370558
373	0.2121949091
374	0.2117542286
375	0.2111237403
376	0.2107742727
377	0.210359891
378	0.2098571229
379	0.209538327
380	0.2091218645
381	0.2088022254
382	0.2082801924
383	0.2076911708
384	0.2073634474
385	0.2067315799
386	0.2062928628
387	0.2058097484
388	0.2053727903
389	0.2049106744
390	0.204438018
391	0.2040348329
392	0.2034845446
393	0.2030312012
394	0.2027122383
395	0.2024242284
396	0.2019853378
397	0.2016620649
398	0.2011923114
399	0.2005382994
400	0.2000977206
401	0.1995892798
402	0.1991557314
403	0.1987237659
404	0.198180887
405	0.1977924676
406	0.197527299
407	0.1970904636
408	0.1967458307
409	0.1962347237
410	0.1957783528
411	0.1952262427
412	0.1947541637
413	0.1944551555
414	0.1940300867
415	0.1936815254
416	0.1933201618
417	0.1928345254
418	0.1923777841
419	0.1919500476
420	0.1916331202
421	0.1911340656
422	0.1907545206
423	0.1904201628
424	0.1901149007
425	0.1896110377
426	0.1890800362
427	0.1887441631
428	0.18836394
429	0.1879680499
430	0.1874826807
431	0.186880661
432	0.1864358615
433	0.1860820501
434	0.1856229141
435	0.1851385096
436	0.1847953325
437	0.1843848068
438	0.184053149
439	0.1838320264
440	0.1834826729
441	0.1830912027
442	0.1827940668
443	0.1823119572
444	0.1819890473
445	0.1816171179
446	0.1812937173
447	0.1809487296
448	0.1805949103
449	0.1802722991
450	0.1799089621
451	0.1795684927
452	0.1792375651
453	0.1789658918
454	0.1785492837
455	0.1782886031
456	0.1779823714
457	0.1776520627
458	0.1772876015
459	0.1769885541
460	0.1766731812
461	0.1761998823
462	0.1760476627
463	0.1757479954
464	0.1754141042
465	0.1750656261
466	0.1746622823
467	0.1742629069
468	0.1739410039
469	0.1735737195
470	0.1731523309
471	0.1726954058
472	0.1723959278
473	0.1720416515
474	0.1716037415
475	0.1711948186
476	0.1708545088
477	0.1706312087
478	0.1702880737
479	0.1697831844
480	0.1694780276
481	0.1691048749
482	0.1687483948
483	0.1685057788
484	0.1680919387
485	0.1678527572
486	0.167553177
487	0.1674090538
488	0.1671102219
489	0.1667891447
490	0.1664434247
491	0.1661810252
492	0.16569241
493	0.1653400144
494	0.1649310669
495	0.1645960321
496	0.1642275972
497	0.1639430215
498	0.1636746936
499	0.1633562915
500	0.1630014146
501	0.1626394107
502	0.1623180138
503	0.1618845131
504	0.1616081602
505	0.1613777516
506	0.1611595223
507	0.1608032563
508	0.1605034883
509	0.1602153929
510	0.1599068587
511	0.1595683894
512	0.159285711
513	0.1590077401
514	0.1586461749
515	0.1583601674
516	0.1581670931
517	0.1577946558
518	0.157493038
519	0.15724688
520	0.1570092613
521	0.1565953162
522	0.1562972494
523	0.1559942441
524	0.1558079095
525	0.1556038854
526	0.1553171356
527	0.1549856081
528	0.1547223732
529	0.154475747
530	0.1542139311
531	0.153889959
532	0.1535202389
533	0.153279858
534	0.1530868426
535	0.152896588
536	0.1527391538
537	0.1525145608
538	0.1522359383
539	0.1519600177
540	0.151774023
541	0.1515216019
542	0.1513026205
543	0.150958194
544	0.1506549696
545	0.1504293678
546	0.1501951724
547	0.1499150402
548	0.1496804748
549	0.1494348707
550	0.1492623692
551	0.1489660999
552	0.1487052646
553	0.1484488907
554	0.1481907481
555	0.1479731044
556	0.1477590779
557	0.1475106876
558	0.14728371
559	0.1469437832
560	0.1466283131
561	0.1464033595
562	0.1461691634
563	0.1459741597
564	0.1457363985
565	0.145498018
566	0.1453308231
567	0.1451202575
568	0.1447006964
569	0.14446591
570	0.1441421376
571	0.143922915
572	0.1436431452
573	0.1434998481
574	0.1432656184
575	0.1430565621
576	0.1428147988
577	0.1424494798
578	0.1422655715
579	0.142041557
580	0.1417748538
581	0.1415697272
582	0.141419177
583	0.141201539
584	0.1410133399
585	0.1408343166
586	0.1406735608
587	0.1404038604
588	0.1401768673
589	0.1399926035
590	0.1397338186
591	0.1394858248
592	0.139227811
593	0.1389575749
594	0.1386710015
595	0.1382978334
596	0.138077539
597	0.1379107593
598	0.1377794766
599	0.1375145144
600	0.1373020057
601	0.1370627223
602	0.1368262402
603	0.1366171791
604	0.1364461134
605	0.1362049047
606	0.135947589
607	0.1357115149
608	0.1354383666
609	0.13525123
610	0.1350538051
611	0.1347828298
612	0.1345534043
613	0.1343945899
614	0.1342386587
615	0.1341071754
616	0.1338886506
617	0.133709853
618	0.1333232546
619	0.133135538
620	0.1327877792
621	0.1325587104
622	0.1323257746
623	0.1320122673
624	0.1317317548
625	0.1315435985
626	0.1313339377
627	0.1310786613
628	0.1308925844
629	0.1307336306
630	0.1305563683
631	0.130402371
632	0.1301594983
633	0.1299214229
634	0.1297605662
635	0.1296317165
636	0.1294332894
637	0.129226084
638	0.128989377
639	0.128765661
640	0.1284964485
641	0.1283693345
642	0.1280728348
643	0.1278941573
644	0.1277588461
645	0.12756217
646	0.1274175903
647	0.1272252847
648	0.1269596474
649	0.126767389
650	0.1265382102
651	0.1263309369
652	0.1261389373
653	0.1259527799
654	0.1257656561
655	0.1254667468
656	0.1253579118
657	0.1251456965
658	0.1249578068
659	0.1248294483
660	0.124676301
661	0.124395993
662	0.1242149061
663	0.1239517846
664	0.1237632736
665	0.1235592295
666	0.1233902388
667	0.1232720335
668	0.1231224372
669	0.1229307212
670	0.1227522508
671	0.1225756976
672	0.1224273769
673	0.1221790504
674	0.1220311688
675	0.1218714496
676	0.1216472734
677	0.1214294056
678	0.121245797
679	0.1211094719
680	0.1209343369
681	0.1207364663
682	0.1205528598
683	0.1203242451
684	0.1201777063
685	0.1200312965
686	0.1198485082
687	0.119699172
688	0.1194572961
689	0.1192981721
690	0.119109829
691	0.118765752
692	0.1185403038
693	0.1183970545
694	0.1182005691
695	0.1179135203
696	0.1178347585
697	0.117683885
698	0.1175340347
699	0.1173510136
700	0.1171810888
701	0.1170346989
702	0.1168101835
703	0.1166334519
704	0.1165049067
705	0.1163336081
706	0.116215682
707	0.1161100586
708	0.1159002799
709	0.1157792745
710	0.1156171487
711	0.1154342493
712	0.1152189019
713	0.1150491158
714	0.1148662826
715	0.1147525859
716	0.114653871
717	0.1145406592
718	0.1143920432
719	0.1142523224
720	0.114070629
721	0.1139482675
722	0.1138020778
723	0.1136424971
724	0.1135469303
725	0.1132716153
726	0.113147615
727	0.112981625
728	0.1128100439
729	0.1127364127
730	0.1125557861
731	0.1123586842
732	0.1122004294
733	0.1120647856
734	0.1119090206
735	0.1117387613
736	0.111571595
737	0.1114014674
738	0.1112197114
739	0.1110779426
740	0.1109577426
741	0.1107858769
742	0.1106545816
743	0.110523939
744	0.1103673614
745	0.1102063284
746	0.1100710678
747	0.1099593837
748	0.1098108589
749	0.1096328193
750	0.1094964782
751	0.1093295695
752	0.1091898743
753	0.1089945066
754	0.1087367161
755	0.1085893088
756	0.1084763181
757	0.1083182973
758	0.108165226
759	0.1079800543
760	0.1077555019
761	0.107604202
762	0.1074966357
763	0.1073415309
764	0.1071830682
765	0.1070266172
766	0.1069313713
767	0.1068013159
768	0.1067014126
769	0.1065620453
770	0.1065174294
771	0.1063471783
772	0.1060954921
773	0.1059494773
774	0.1057707333
775	0.1056570531
776	0.1055168908
777	0.1053526777
778	0.1052465211
779	0.1051323894
780	0.105018189
781	0.1048051397
782	0.1046485943
783	0.1045007325
784	0.1042906242
785	0.1042106783
786	0.1040899573
787	0.1039764664
788	0.1038811738
789	0.1037256856
790	0.1035421416
791	0.1033678666
792	0.1032035798
793	0.1030828888
794	0.1030012146
795	0.102802291
796	0.1026207369
797	0.1025246534
798	0.1022876171
799	0.1021236219
800	0.1020054242
801	0.1018922985
802	0.1017321285
803	0.1016507471
804	0.1015302245
805	0.1013863766
806	0.1012393693
807	0.1010907539
808	0.1009707425
809	0.1008358851
810	0.1007015292
811	0.1005455152
812	0.1004139019
813	0.1002480144
814	0.1001485185
815	0.1000374293
816	0.09986217125
817	0.09975102827
818	0.09959962653
819	0.09942295169
820	0.09928527146
821	0.09917849491
822	0.09896700596
823	0.09877969247
824	0.09863516649
825	0.09847023783
826	0.09832902825
827	0.09815320773
828	0.09800740604
829	0.09788771013
830	0.09774914629
831	0.09761417296
832	0.0974763341
833	0.09735183362
834	0.09720523366
835	0.09705931855
836	0.09682230674
837	0.09667774835
838	0.09658415938
839	0.09648419244
840	0.09636719219
841	0.09625919402
842	0.09616518237
843	0.09604140454
844	0.09593741935
845	0.09581743286
846	0.09573634319
847	0.09561705995
848	0.0955346309
849	0.09544548737
850	0.09529539014
851	0.09515090826
852	0.0950543166
853	0.09487515454
854	0.09474902244
855	0.09456737295
856	0.09437789901
857	0.09429499379
858	0.09414735053
859	0.0940251659
860	0.09393356062
861	0.0937857381
862	0.09365644567
863	0.09350018559
864	0.09337683089
865	0.09322876656
866	0.09313320652
867	0.09295960788
868	0.09284995663
869	0.09279294696
870	0.09269088379
871	0.09259152401
872	0.09249311597
873	0.0923684677
874	0.09226867545
875	0.09215737473
876	0.0920319759
877	0.09184584005
878	0.09176997234
879	0.09166695678
880	0.09158307208
881	0.09150330856
882	0.09141083807
883	0.0913300259
884	0.09122332842
885	0.09112130678
886	0.09101189762
887	0.09086006485
888	0.09070134152
889	0.090548597
890	0.09043845962
891	0.09030006237
892	0.09023021923
893	0.0900732013
894	0.08996736014
895	0.08984680963
896	0.08972971825
897	0.08962421247
898	0.08952541566
899	0.08936233124
900	0.0892299382
901	0.08913226036
902	0.08895923125
903	0.08888854498
904	0.08880636524
905	0.08870047587
906	0.08854573098
907	0.08840351062
908	0.08827491599
909	0.08813376664
910	0.08801830643
911	0.08788946382
912	0.08783408127
913	0.08769532087
914	0.087586606
915	0.08750984167
916	0.08740559437
917	0.08732808565
918	0.08721883801
919	0.08710954761
920	0.08703107176
921	0.08693131482
922	0.0868593327
923	0.08671296115
924	0.0866149809
925	0.08651785819
926	0.08637749637
927	0.08627089202
928	0.08619301788
929	0.08608452831
930	0.08599132372
931	0.08589696167
932	0.08572441918
933	0.08552307447
934	0.08541660328
935	0.08534541248
936	0.08525732137
937	0.08515529679
938	0.08504379919
939	0.08496780643
940	0.08483787215
941	0.08477923836
942	0.08468880838
943	0.08458677852
944	0.08446864973
945	0.08440002193
946	0.08428808079
947	0.08418839686
948	0.08410201405
949	0.08401832646
950	0.08388476635
951	0.08368643573
952	0.08358755886
953	0.08351065769
954	0.08338377842
955	0.0832915429
956	0.08320808533
957	0.08309984702
958	0.08305953182
959	0.08297025585
960	0.08290319612
961	0.08281861435
962	0.08273666736
963	0.08265144072
964	0.08257083578
965	0.08247331513
966	0.08242433752
967	0.08235928333
968	0.08224206451
969	0.08217680121
970	0.08201981536
971	0.0818978483
972	0.08174269463
973	0.08155993189
974	0.08138956975
975	0.08125969551
976	0.08114499437
977	0.08106037741
978	0.08096448015
979	0.08083549592
980	0.08078500584
981	0.08068538085
982	0.08060303247
983	0.08050060422
984	0.08040452115
985	0.08035949562
986	0.08029269299
987	0.08021234827
988	0.08013502608
989	0.08007472787
990	0.079948875
991	0.07984120299
992	0.07973602648
993	0.07966011963
994	0.0795599146
995	0.07946558152
996	0.0793814971
997	0.0792683919
998	0.07919006672
999	0.07907969771
